State,County,ZIP Code,Average of Latitude,Average of Longitude,EVs on the Road,EVs per 1k People,EVs per Level 2 Port,ZIP - Current Population,
Virginia,Spotsylvania County,22553,38.27,-77.65,,,,"16,746",
Virginia,Spotsylvania County,22565,38.13,-77.52,,,,,
Virginia,Stafford County,22406,38.4,-77.54,,,,"26,702",
Virginia,Stafford County,22430,38.37,-77.34,,,,,
Virginia,Stafford County,22463,38.48,-77.42,,,,,
Virginia,Stafford County,22471,38.39,-77.61,,,,,
Virginia,Stafford County,22545,38.5,-77.51,,,,,
Virginia,Stafford County,22554,38.42,-77.4,,,,"62,257",
Virginia,Stafford County,22555,38.42,-77.4,,,,,
Virginia,Stafford County,22556,38.47,-77.51,,,,"31,200",
Virginia,Staunton city,24402,38.15,-79.06,,,,,
Virginia,Suffolk city,23433,36.92,-76.46,,,,"1,274",
Virginia,Suffolk city,23434,36.7,-76.63,,,,"51,108",
Virginia,Suffolk city,23435,36.84,-76.48,,,,"33,614",
Virginia,Suffolk city,23436,36.89,-76.51,,,,"1,021",
Virginia,Suffolk city,23437,36.63,-76.8,,,,"4,647",
Virginia,Suffolk city,23438,36.58,-76.7,,,,"1,685",
Virginia,Suffolk city,23439,36.7,-76.63,,,,,
Virginia,Surry County,23846,37.07,-76.88,,,,522,
Virginia,Surry County,23881,37.16,-76.97,,,,"2,315",
Virginia,Surry County,23883,37.13,-76.83,,,,"1,902",
Virginia,Surry County,23899,37.22,-76.96,,,,421,
Virginia,Sussex County,23882,36.94,-77.4,,,,"1,593",
Virginia,Sussex County,23884,36.92,-77.28,,,,15,
Virginia,Sussex County,23888,36.96,-76.98,,,,"2,485",
Virginia,Sussex County,23890,37.03,-77.09,,,,"4,823",
Virginia,Sussex County,23891,37.05,-77.21,,,,"1,311",
Virginia,Sussex County,23897,36.84,-77.28,,,,804,
Virginia,Tazewell County,24316,36.96,-81.67,,,,45,
Virginia,Tazewell County,24377,36.97,-81.64,,,,514,
Virginia,Tazewell County,24601,37.19,-81.65,,,,0,
Virginia,Tazewell County,24602,37.14,-81.7,,,,935,
Virginia,Tazewell County,24604,37.21,-81.53,,,,247,
Virginia,Tazewell County,24606,37.28,-81.39,,,,186,
Virginia,Tazewell County,24608,37.1,-81.35,,,,,
Virginia,Tazewell County,24609,37.01,-81.81,,,,"6,613",
Virginia,Tazewell County,24612,37.09,-81.84,,,,224,
Virginia,Tazewell County,24613,37.26,-81.33,,,,564,
Virginia,Tazewell County,24630,37.16,-81.5,,,,"6,142",
Virginia,Tazewell County,24635,37.3,-81.34,,,,765,
Virginia,Tazewell County,24637,37.04,-81.73,,,,"3,616",
Virginia,Tazewell County,24639,37.16,-81.9,,,,"3,788",
Virginia,Tazewell County,24640,37.12,-81.87,,,,,
Virginia,Tazewell County,24641,37.09,-81.8,,,,"5,456",
Virginia,Tazewell County,24651,37.12,-81.51,,,,"5,872",
Virginia,Unknown,22350,38.81,-77.08,,,,,
Virginia,Unknown,23090,37.34,-76.75,,,,,
Virginia,Unknown,23147,37.36,-77.04,,,,0,
Virginia,Unknown,24619,37.23,-81.49,,,,,
Virginia,Virginia Beach city,23451,36.87,-76.01,,,,"43,641",
Virginia,Virginia Beach city,23452,36.85,-76.09,,,,"57,180",
Virginia,Virginia Beach city,23453,36.78,-76.08,,,,"35,117",
Virginia,Virginia Beach city,23454,36.82,-76.03,,,,"58,022",
Virginia,Virginia Beach city,23455,36.89,-76.15,,,,"50,665",
Virginia,Virginia Beach city,23456,36.73,-76.04,,,,"60,182",
Virginia,Virginia Beach city,23457,36.61,-76.02,,,,"4,746",
Virginia,Virginia Beach city,23458,36.73,-76.04,,,,,
Virginia,Virginia Beach city,23459,36.92,-76.02,,,,"1,403",
Virginia,Virginia Beach city,23460,36.81,-76.03,,,,"1,474",
Virginia,Virginia Beach city,23461,36.78,-75.96,,,,840,
Virginia,Virginia Beach city,23462,36.84,-76.15,,,,"68,499",
Virginia,Virginia Beach city,23463,36.73,-76.04,,,,,
Virginia,Virginia Beach city,23464,36.8,-76.19,,,,"76,131",
Virginia,Virginia Beach city,23465,36.73,-76.04,,,,,
Virginia,Virginia Beach city,23466,36.73,-76.04,,,,,
Virginia,Virginia Beach city,23467,36.73,-76.04,,,,,
Virginia,Virginia Beach city,23471,36.73,-76.04,,,,,
Virginia,Virginia Beach city,23479,36.73,-76.04,,,,,
Virginia,Virginia Beach city,23521,36.84,-76.28,,,,,
Virginia,Warren County,22610,38.83,-78.31,,,,"1,625",
Virginia,Washington County,24210,36.77,-82.03,,,,"17,243",
Virginia,Washington County,24211,36.7,-81.96,,,,"10,016",
Virginia,Washington County,24212,36.7,-81.96,,,,,
Virginia,Washington County,24236,36.63,-81.78,,,,"3,157",
Virginia,Washington County,24270,36.72,-82.25,,,,369,
Virginia,Washington County,24327,36.75,-81.83,,,,594,
Virginia,Washington County,24340,36.79,-81.77,,,,"6,173",
Virginia,Washington County,24361,36.76,-81.85,,,,"4,746",
Virginia,Westmoreland County,22442,38.14,-76.63,,,,,
Virginia,Westmoreland County,22469,38.07,-76.65,,,,"2,052",
Virginia,Westmoreland County,22488,38.05,-76.59,,,,609,
Virginia,Westmoreland County,22520,38.09,-76.82,,,,"4,673",
Virginia,Westmoreland County,22524,38.09,-76.71,,,,,
Virginia,Westmoreland County,22529,38,-76.68,,,,206,
Virginia,Westmoreland County,22558,38.12,-76.81,,,,,
Virginia,Westmoreland County,22577,38.06,-76.55,,,,,
Virginia,Westmoreland County,22581,38.11,-76.8,,,,,
Virginia,Williamsburg city,23187,37.27,-76.72,,,,261,
Virginia,Winchester city,22604,39.17,-78.17,,,,,
Virginia,Wise County,24215,36.94,-82.78,,,,,
Virginia,Wise County,24219,36.86,-82.77,,,,"10,460",
Virginia,Wise County,24230,36.94,-82.46,,,,"6,935",
Virginia,Wise County,24246,36.87,-82.75,,,,274,
Virginia,Wise County,24279,37.12,-82.6,,,,"4,747",
Virginia,Wise County,24283,36.9,-82.31,,,,"1,909",
Virginia,Wise County,24293,36.97,-82.58,,,,"9,749",
Virginia,Wythe County,24313,36.91,-80.8,,,,524,
Virginia,Wythe County,24322,36.81,-81.1,,,,10,
Virginia,Wythe County,24323,36.88,-81.18,,,,"1,078",
Virginia,Wythe County,24350,36.83,-80.95,,,,"1,428",
Virginia,Wythe County,24368,36.89,-81.27,,,,"5,079",
Virginia,Wythe County,24374,36.81,-81.16,,,,556,
Virginia,Wythe County,24382,36.95,-81.08,,,,"14,657",
Virginia,York County,23690,37.23,-76.5,,,,"4,770",
Virginia,York County,23691,37.26,-76.55,,,,405,
Virginia,York County,23692,37.19,-76.46,,,,"18,986",
Virginia,York County,23693,37.12,-76.45,,,,"23,563",
Virginia,York County,23694,37.23,-76.54,,,,,
Virginia,York County,23696,37.19,-76.43,,,,"4,199",
